order_id,customer_id,order_ts,status,quantity,unit_price
1062,177,2025-01-20 13:24:09,COMPLETED,4,641.09
1063,322,2025-01-04 17:41:42,COMPLETED,18,570.79
1064,405,2024-02-24 20:07:29,REFUNDED,4,308.72
1065,123,2023-11-12 00:50:33,COMPLETED,13,414.47
1066,295,2023-10-15 04:56:29,COMPLETED,2,81.93
1067,400,2023-05-03 14:26:36,REFUNDED,4,35.01
1068,142,2025-02-12 19:11:42,COMPLETED,4,29.37
1069,216,2024-03-18 22:10:13,COMPLETED,12,96.23
1070,65,2024-02-07 06:53:50,REFUNDED,14,669.41
1071,181,2024-06-04 14:29:44,COMPLETED,18,408.95
1072,135,2023-07-20 02:02:51,COMPLETED,10,819.64
1073,13,2024-12-10 15:43:41,CANCELLED,16,7.55
1074,321,2023-01-14 16:54:54,COMPLETED,1,146.47
1075,30,2025-04-06 23:14:47,PENDING,19,570.56
1076,360,2023-01-10 06:21:23,CANCELLED,17,165.59
1077,158,2025-05-23 06:06:41,PENDING,25,248.56
1078,275,2024-01-10 11:45:59,COMPLETED,17,611.26
1079,202,2024-02-06 03:58:46,COMPLETED,18,14.07
1080,336,2024-02-21 17:43:32,PENDING,17,51.88
1081,425,2025-08-15 11:18:10,CANCELLED,6,505.90
1082,145,2024-04-08 17:18:37,COMPLETED,7,258.44
1083,168,2025-06-20 21:54:41,COMPLETED,24,825.90
1084,11,2023-04-19 03:04:30,COMPLETED,0,170.43
1085,105,2025-01-09 21:13:09,CANCELLED,16,838.26
1086,87,2024-05-27 16:54:52,COMPLETED,22,187.70
1087,325,2024-11-10 10:30:49,REFUNDED,2,174.65
1088,83,2025-03-03 21:52:23,PENDING,9,82.69
1089,296,2023-07-21 13:40:11,REFUNDED,20,566.18
1090,262,2025-02-24 09:23:45,COMPLETED,24,620.73
1091,496,2025-06-15 22:32:20,PENDING,3,891.19
1092,209,2024-10-11 11:58:33,CANCELLED,7,150.08
1093,377,2024-03-21 13:22:18,COMPLETED,21,327.86
1094,2535,2025-04-11 13:47:21,COMPLETED,16,821.39
1095,392,2024-11-02 06:41:10,PENDING,6,864.64
1096,58,2024-10-31 16:25:32,REFUNDED,11,348.61
1097,157,2025-08-29 06:23:14,COMPLETED,25,42.13
1098,393,2024-11-28 07:37:39,CANCELLED,24,343.29
1099,188,2023-04-04 04:10:19,PENDING,11,34.05
1100,111,2024-02-10 09:37:05,COMPLETED,4,413.79
1101,320,2024-08-12 15:03:39,PENDING,5,160.86
1102,489,2024-08-08 19:19:33,CANCELLED,3,875.69
1103,414,2023-11-11 07:43:29,COMPLETED,20,680.96
1104,464,2023-01-27 03:19:38,COMPLETED,9,809.98
1105,208,2024-04-15 13:08:56,PENDING,22,644.07
1106,166,2024-09-24 00:13:21,PENDING,1,491.07
1107,403,2023-03-04 22:41:02,REFUNDED,14,600.31
1108,56,2023-06-12 20:35:10,COMPLETED,11,122.80
1109,48,2023-07-19 12:20:56,REFUNDED,16,486.69
1110,138,2024-01-31 05:54:49,CANCELLED,4,330.61
1111,241,2025-04-21 16:53:57,COMPLETED,23,166.46
1112,469,2023-02-26 17:24:43,COMPLETED,11,486.60
1113,481,2025-05-26 11:40:13,COMPLETED,9,680.40
1114,305,2025-05-29 22:42:16,PENDING,1,755.77
1115,13,2024-05-27 16:10:10,CANCELLED,22,446.24
1116,493,2023-05-30 01:54:42,COMPLETED,9,111.97
1117,244,2024-09-24 22:49:11,CANCELLED,12,45.03
1118,84,2024-12-19 17:09:32,CANCELLED,11,415.23
1119,448,2025-09-26 03:54:20,COMPLETED,16,241.76
1120,191,2024-07-17 22:13:33,CANCELLED,13,413.61
1121,101,2024-06-22 08:17:14,CANCELLED,22,887.78
1122,237,2025-04-09 09:59:53,COMPLETED,9,615.24
1123,350,2023-02-22 16:39:10,CANCELLED,2,643.37
1124,292,2024-11-11 14:16:43,COMPLETED,7,92.72
1125,366,2024-11-16 04:46:36,REFUNDED,21,728.37
1126,163,2023-05-05 00:12:42,REFUNDED,22,738.88
1127,79,2025-02-23 05:49:21,COMPLETED,2,114.24
1128,447,2025-06-06 16:45:16,CANCELLED,13,117.68
1129,343,2024-02-18 04:40:47,PENDING,6,102.49
1130,337,2024-02-21 10:07:18,PENDING,-5,639.59
1131,205,2024-05-20 12:14:29,COMPLETED,9,705.24
1132,377,2024-12-04 19:11:13,COMPLETED,-5,798.26
1133,394,2023-12-23 19:03:19,REFUNDED,19,10.62
1134,45,2025-05-31 03:22:52,COMPLETED,5,683.98
1135,258,2023-12-24 08:05:21,COMPLETED,23,293.53
1136,3,2024-09-24 02:28:30,COMPLETED,7,162.66
1137,19,2024-09-16 14:39:14,COMPLETED,9,365.47
1138,385,2024-03-23 11:34:36,REFUNDED,5,802.71
1139,461,2024-12-03 16:03:49,CANCELLED,1,552.16
1140,227,2025-06-28 11:13:07,PENDING,18,609.00
1141,65,2024-03-18 16:58:45,REFUNDED,0,151.74
1142,229,2023-12-24 07:33:14,PENDING,24,798.84
1143,459,2024-06-27 07:29:46,COMPLETED,5,273.93
1144,103,2023-05-20 10:02:50,CANCELLED,14,482.28
1145,297,2025-02-26 17:40:52,COMPLETED,2,570.54
1146,230,2024-09-10 21:14:50,REFUNDED,11,330.15
1147,459,2024-07-30 18:51:21,COMPLETED,6,694.66
1148,381,2023-10-22 19:28:50,COMPLETED,24,176.53
1149,32,2025-05-14 03:05:40,REFUNDED,6,270.19
1150,29,2024-04-23 02:19:17,REFUNDED,12,678.88
1151,443,2025-05-07 20:11:12,COMPLETED,1,554.77
1152,249,2024-06-09 20:27:51,CANCELLED,24,64.68
1153,500,2025-07-17 18:44:37,COMPLETED,3,314.10
1154,18,2023-07-18 18:14:58,COMPLETED,23,582.81
1155,164,2024-03-25 10:52:31,PENDING,24,475.62
1156,422,2024-10-14 21:03:48,COMPLETED,9,231.65
1157,108,2023-12-04 07:01:17,REFUNDED,15,796.25
1158,410,2023-09-20 12:49:54,REFUNDED,3,686.85
1159,315,2024-07-30 23:21:04,PENDING,24,103.65
1160,17,2024-02-04 02:31:50,COMPLETED,10,511.31
1161,139,2023-08-14 07:53:45,COMPLETED,13,68.98
1162,330,2023-10-05 20:55:31,REFUNDED,20,633.09
1163,335,2023-11-17 05:41:10,COMPLETED,5,116.46
1164,363,2025-09-05 09:24:17,COMPLETED,5,737.60
1165,191,2024-11-07 00:08:45,COMPLETED,19,811.09
1166,489,2023-12-01 11:54:36,REFUNDED,9,563.75
1167,106,2025-02-25 18:03:11,REFUNDED,23,219.82
1168,402,2025-09-03 20:51:32,PENDING,7,716.04
1169,6,2025-07-22 03:55:08,REFUNDED,23,690.67
1170,111,2023-06-17 21:59:14,COMPLETED,19,285.85
1171,235,2025-06-18 02:04:51,COMPLETED,9,666.33
1172,281,2025-07-02 08:25:59,PENDING,23,695.76
1173,355,2024-04-26 08:19:55,COMPLETED,18,480.11
1174,25,2023-03-14 02:15:34,PENDING,2,490.98
1175,263,2023-04-27 06:34:29,COMPLETED,15,701.54
1176,258,2023-12-04 02:02:25,COMPLETED,12,408.28
1177,481,2024-06-02 21:09:27,REFUNDED,11,781.64
1178,319,2024-12-20 22:35:16,PENDING,25,600.89
1179,119,2023-02-16 21:40:41,COMPLETED,19,751.01
1180,44,2023-09-11 00:36:59,COMPLETED,19,424.91
1181,75,2023-11-29 14:52:55,REFUNDED,5,453.79
1182,21,2023-02-22 08:23:07,CANCELLED,18,699.58
1183,400,2024-09-23 03:53:49,PENDING,12,862.80
1184,432,2024-11-22 02:25:44,CANCELLED,25,402.92
1185,266,2025-03-25 14:49:43,COMPLETED,5,369.10
1186,11,2024-09-03 15:43:13,COMPLETED,8,75.81
1187,404,2025-04-02 06:19:40,REFUNDED,25,291.19
1188,194,2025-05-28 04:47:33,CANCELLED,2,509.15
1189,138,2025-01-10 07:49:38,COMPLETED,8,173.38
1190,3,2023-02-15 09:32:41,REFUNDED,1,599.68
1191,290,2025-02-06 03:49:09,COMPLETED,23,473.10
1192,320,2025-01-23 11:58:57,COMPLETED,5,659.41
1193,418,2024-11-20 10:37:35,PENDING,3,148.75
1194,421,2025-07-25 10:26:14,COMPLETED,16,377.03
1195,99,2024-02-09 23:25:48,COMPLETED,20,739.35
1196,53,2023-09-07 09:43:16,CANCELLED,11,144.73
1197,243,2024-06-03 16:51:32,REFUNDED,9,112.34
1198,13,2025-06-23 00:33:16,REFUNDED,2,363.23
1199,396,2023-12-22 06:00:48,COMPLETED,4,122.32
1200,13,2024-08-06 09:21:30,REFUNDED,21,437.22
1201,473,2024-09-30 05:14:34,PENDING,16,644.03
1202,431,2023-12-24 00:29:14,COMPLETED,22,793.37
1203,309,2025-01-27 13:15:07,PENDING,19,566.46
1204,156,2023-08-24 09:52:36,COMPLETED,11,823.11
1205,29,2024-09-19 15:45:19,COMPLETED,2,771.92
1206,101,2023-04-29 22:03:49,COMPLETED,18,430.62
1207,321,2025-06-28 09:36:51,CANCELLED,1,149.41
1208,384,2023-07-04 20:16:23,COMPLETED,14,588.82
1209,406,2023-06-16 00:03:59,COMPLETED,24,870.08
1210,481,2025-04-11 01:06:52,CANCELLED,25,643.49
1211,38,2024-12-19 09:55:21,COMPLETED,8,744.92
1212,230,2023-02-02 06:20:08,COMPLETED,18,731.27
1213,208,2024-02-04 08:02:29,REFUNDED,11,131.15
1214,272,2024-07-22 08:39:49,PENDING,1,539.38
1215,439,2023-08-11 14:16:51,CANCELLED,24,757.24
1216,333,2023-03-17 10:43:16,COMPLETED,4,202.98
1217,183,2024-12-26 13:17:28,COMPLETED,19,99.61
1218,301,2023-01-31 00:26:37,REFUNDED,13,59.41
1219,307,2023-07-21 17:43:26,COMPLETED,15,594.83
1220,344,2023-05-25 04:15:22,COMPLETED,19,304.02
1221,3,2024-11-06 06:58:10,COMPLETED,15,806.16
1222,67,2024-10-29 10:08:52,CANCELLED,17,249.76
1223,146,2024-06-21 10:34:12,COMPLETED,17,256.73
1224,316,2025-01-03 08:50:17,COMPLETED,24,377.81
1225,459,2023-10-23 17:55:35,CANCELLED,17,278.24
1226,223,2025-02-26 17:21:11,COMPLETED,2,232.09
1227,459,2023-05-22 15:37:39,CANCELLED,-5,750.57
1228,206,2023-02-23 21:05:09,COMPLETED,10,125.26
1229,360,2023-12-30 01:21:59,REFUNDED,16,849.23
1230,183,2023-01-13 15:03:20,PENDING,9,291.96
1231,197,2023-11-06 07:42:04,COMPLETED,16,286.17
1232,280,2025-02-28 18:49:33,PENDING,4,634.91
1233,31,2024-02-18 09:28:22,PENDING,17,371.66
1234,402,2025-03-25 12:47:07,COMPLETED,24,404.59
1235,449,2024-11-26 21:40:51,PENDING,4,562.04
1236,343,2023-08-30 19:31:31,COMPLETED,24,187.71
1237,63,2024-08-11 03:09:39,CANCELLED,8,697.63
1238,418,2024-07-28 12:22:35,CANCELLED,3,218.84
1239,323,2024-01-24 13:56:46,PENDING,23,859.95
1240,387,2025-01-24 20:13:06,COMPLETED,11,712.29
1241,198,2023-04-24 21:54:34,PENDING,13,274.60
1242,344,2024-10-04 14:15:19,COMPLETED,10,885.97
1243,40,2023-01-13 03:16:32,COMPLETED,25,360.18
1244,315,2023-11-24 02:39:23,COMPLETED,1,695.11
1245,349,2025-08-23 21:50:33,COMPLETED,23,242.57
1246,118,2023-06-23 09:41:30,PENDING,5,620.36
1247,201,2023-01-27 00:53:07,COMPLETED,14,114.08
1248,446,2025-06-25 20:56:30,COMPLETED,16,47.98
1249,420,2024-06-22 15:15:07,REFUNDED,17,853.95
1250,220,2023-02-22 15:00:42,COMPLETED,8,732.46
1251,308,2025-07-16 22:04:07,CANCELLED,6,238.57
1252,290,2024-10-11 04:11:33,COMPLETED,6,179.88
1253,333,2024-04-27 05:27:17,COMPLETED,3,756.50
1254,48,2024-12-14 19:20:09,COMPLETED,5,195.10
1255,419,2024-04-26 14:57:08,CANCELLED,9,567.63
1256,14,2024-09-06 19:18:06,COMPLETED,16,588.73
1257,371,2023-07-08 15:56:53,COMPLETED,3,142.20
1258,293,2024-06-10 04:13:42,REFUNDED,19,358.68
1259,324,2025-06-20 08:31:22,REFUNDED,8,850.14
1260,18,2023-10-14 23:31:25,CANCELLED,20,28.48
1261,159,2024-10-30 01:46:05,PENDING,13,17.15
1262,495,2023-09-30 06:52:36,COMPLETED,16,258.51
1263,32,2023-11-29 11:58:15,CANCELLED,11,471.99
1264,171,2023-05-29 01:04:29,COMPLETED,6,284.47
1265,271,2025-01-04 01:46:56,COMPLETED,5,276.91
1266,210,2024-10-16 20:00:55,COMPLETED,9,116.20
1267,327,2025-07-01 20:22:27,COMPLETED,5,317.71
1268,69,2025-07-18 15:17:00,COMPLETED,13,662.80
1269,162,2025-08-24 06:51:36,COMPLETED,7,167.13
1270,199,2024-07-07 10:45:04,COMPLETED,21,93.76
1271,242,2023-02-04 10:09:15,REFUNDED,7,162.86
1272,44,2023-11-05 01:58:42,COMPLETED,2,176.61
1273,81,2023-08-13 14:53:06,COMPLETED,2,322.28
1274,1,2024-12-25 08:55:43,COMPLETED,14,861.91
1275,39,2023-05-10 17:29:14,COMPLETED,24,847.92
1276,156,2024-10-08 18:29:44,PENDING,11,644.74
1277,305,2025-08-31 22:01:14,REFUNDED,20,548.60
1278,319,2024-04-17 03:11:32,PENDING,13,159.20
1279,62,2024-02-01 15:17:21,COMPLETED,4,884.10
1280,430,2025-06-18 13:56:58,COMPLETED,25,549.72
1281,418,2025-09-05 14:15:20,COMPLETED,8,583.32
1282,272,2025-07-23 05:27:09,REFUNDED,2,394.78
1283,430,2024-09-29 21:04:34,COMPLETED,22,53.29
1284,261,2024-06-25 12:03:09,COMPLETED,8,224.87
1285,393,2025-08-28 12:11:22,CANCELLED,11,614.69
1286,10012,2023-05-22 18:35:31,COMPLETED,8,488.05
1287,130,2024-03-23 23:10:11,REFUNDED,16,242.36
1288,221,2025-06-26 11:39:07,PENDING,24,105.69
1289,28,2025-03-12 03:19:22,COMPLETED,11,75.29
1290,163,2025-09-19 05:13:42,REFUNDED,20,441.08
1291,482,2023-08-22 09:16:09,REFUNDED,2,874.27
1292,437,2025-05-14 18:45:32,COMPLETED,14,715.60
1293,105,2025-03-23 23:48:53,REFUNDED,8,557.27
1294,97,2023-02-21 12:03:07,COMPLETED,22,570.69
1295,13,2024-04-12 13:07:39,CANCELLED,20,813.25
1296,380,2025-01-20 01:45:36,COMPLETED,4,743.48
1297,328,2024-06-27 18:30:15,COMPLETED,5,865.14
1298,470,2024-09-15 21:09:13,CANCELLED,23,102.08
1299,44,2023-08-02 00:43:44,CANCELLED,4,695.18
1300,473,2025-04-22 04:14:51,COMPLETED,13,374.18
1301,305,2024-11-01 06:20:40,REFUNDED,16,246.90
1302,121,2025-05-31 20:59:18,CANCELLED,3,511.81
1303,237,2025-09-13 04:09:58,REFUNDED,7,515.44
1304,18,2024-02-02 22:56:32,COMPLETED,5,158.06
1305,338,2023-06-26 16:29:36,PENDING,5,141.39
1306,56,2023-09-19 11:32:46,PENDING,16,237.39
1307,370,2024-06-18 13:24:53,PENDING,18,309.44
1308,459,2023-02-25 09:48:44,COMPLETED,16,567.13
1309,351,2023-10-15 04:29:25,COMPLETED,12,449.38
1310,100,2024-02-11 09:09:07,COMPLETED,5,591.55
1311,388,2024-06-11 05:03:16,COMPLETED,12,799.12
1312,410,2023-12-22 10:06:48,COMPLETED,22,119.15
1313,451,2024-05-12 15:39:48,REFUNDED,21,360.80
1314,223,2023-06-06 06:37:49,COMPLETED,6,64.00
1315,80,2023-01-26 14:18:19,COMPLETED,15,561.32
1316,98,2025-05-06 03:12:08,CANCELLED,20,396.00
1317,24,2024-07-18 01:59:27,CANCELLED,25,157.50
1318,492,2024-11-11 16:14:53,COMPLETED,9,349.25
1319,148,2023-10-21 22:33:49,COMPLETED,16,390.66
1320,157,2023-01-22 06:53:19,CANCELLED,24,246.47
1321,148,2025-01-31 17:49:26,COMPLETED,13,488.47
1322,28,2024-02-15 16:52:32,REFUNDED,8,30.39
1323,408,2023-08-16 09:43:52,COMPLETED,25,432.57
1324,258,2023-12-09 05:29:03,COMPLETED,24,702.68
1325,278,2023-07-09 13:57:50,COMPLETED,9,177.56
1326,149,2024-04-05 16:44:27,CANCELLED,24,223.30
1327,280,2024-01-04 02:42:31,REFUNDED,3,834.37
1328,393,2023-12-16 02:32:41,CANCELLED,1,445.83
1329,474,2024-06-13 05:10:16,CANCELLED,6,561.02
1330,203,2023-07-22 14:25:02,COMPLETED,25,812.35
1331,79,2024-01-24 08:58:00,COMPLETED,9,287.21
1332,14,2023-05-19 04:37:58,REFUNDED,15,596.03
1333,386,2023-12-22 00:59:02,COMPLETED,7,854.66
1334,238,2023-09-03 03:38:01,COMPLETED,3,718.79
1335,394,2024-03-28 03:07:39,COMPLETED,5,889.58
1336,410,2023-06-09 08:09:41,COMPLETED,2,128.90
1337,81,2025-03-23 01:30:32,CANCELLED,8,128.05
1338,252,2024-12-19 22:18:40,CANCELLED,10,484.00
1339,335,2023-11-09 11:28:54,COMPLETED,13,243.16
1340,352,2025-03-15 03:57:51,COMPLETED,15,847.54
1341,216,2023-01-29 04:49:44,COMPLETED,15,48.34
1342,496,2024-06-07 05:28:09,PENDING,2,749.42
1343,185,2025-09-26 00:21:06,COMPLETED,5,605.92
1344,341,2024-02-05 07:32:56,CANCELLED,21,342.60
1345,450,2023-10-10 14:52:48,COMPLETED,13,189.01
1346,351,2023-01-13 08:04:29,PENDING,1,92.41
1347,59,2025-08-13 17:12:06,COMPLETED,20,672.55
1348,226,2023-12-15 11:14:21,PENDING,15,671.17
1349,91,2023-07-28 07:31:53,CANCELLED,15,713.09
1350,207,2023-08-02 06:44:45,COMPLETED,1,255.12
1351,38,2023-12-11 03:36:55,REFUNDED,23,870.06
1352,172,2024-04-28 22:59:04,COMPLETED,1,363.20
1353,278,2025-09-01 23:23:27,COMPLETED,13,339.47
1354,197,2024-07-30 15:29:12,PENDING,4,263.32
1355,119,2025-04-17 15:36:05,COMPLETED,13,351.57
1356,322,2023-12-16 21:54:58,COMPLETED,23,560.78
1357,189,2025-07-25 10:53:47,COMPLETED,15,284.67
1358,476,2023-12-29 15:57:15,COMPLETED,10,709.53
1359,340,2025-03-28 16:39:03,CANCELLED,10,776.81
1360,333,2024-02-18 10:34:09,COMPLETED,19,582.95
1361,59,2024-12-14 02:15:49,COMPLETED,7,527.53
1362,262,2023-12-22 18:21:45,CANCELLED,4,856.87
1363,433,2023-02-09 13:53:28,PENDING,11,847.75
1364,435,2025-03-23 17:37:59,REFUNDED,4,859.48
1365,323,2024-08-27 08:34:47,PENDING,16,505.19
1366,4386,2025-05-31 05:54:41,PENDING,19,598.94
1367,246,2024-10-05 15:46:13,CANCELLED,9,540.90
1368,200,2024-04-09 22:12:02,COMPLETED,16,605.99
1369,308,2023-12-27 08:15:51,COMPLETED,15,852.57
1370,337,2025-03-01 15:03:34,COMPLETED,1,493.13
1371,97,2023-08-18 03:43:58,COMPLETED,1,818.73
1372,196,2025-08-26 19:39:03,CANCELLED,20,766.70
1373,345,2023-05-15 09:42:36,COMPLETED,13,52.93
1374,64,2024-09-28 00:25:46,COMPLETED,9,863.00
1375,83,2025-06-07 11:31:08,PENDING,3,492.25
1376,394,2024-07-23 14:06:26,CANCELLED,2,245.20
1377,466,2025-08-08 07:27:25,REFUNDED,14,618.07
1378,402,2024-01-25 17:18:52,COMPLETED,23,428.47
1379,134,2024-08-16 01:27:47,COMPLETED,1,372.82
1380,32,2024-08-19 23:48:39,COMPLETED,9,200.79
1381,357,2023-02-22 14:45:46,COMPLETED,11,474.23
1382,289,2025-01-10 10:54:35,REFUNDED,3,153.77
1383,6,2024-12-20 19:31:35,COMPLETED,8,469.11
1384,452,2025-07-14 04:28:50,PENDING,24,105.66
1385,249,2023-05-30 08:31:57,COMPLETED,12,28.64
1386,231,2024-09-15 07:04:32,REFUNDED,19,717.44
1387,337,2025-05-24 20:23:56,COMPLETED,24,95.85
1388,489,2025-05-19 03:53:59,COMPLETED,3,118.79
1389,250,2025-04-17 16:32:04,CANCELLED,18,678.55
1390,39,2025-05-11 16:49:18,COMPLETED,14,150.38
1391,50,2024-12-19 11:08:31,REFUNDED,6,516.19
1392,115,2025-06-21 20:12:51,REFUNDED,3,250.63
1393,68,2023-01-25 03:32:19,CANCELLED,21,359.14
1394,247,2025-01-04 11:03:40,COMPLETED,14,870.86
1395,177,2024-05-05 05:51:00,REFUNDED,15,845.24
1396,372,2023-08-22 12:44:27,COMPLETED,2,357.44
1397,298,2023-11-22 06:31:58,COMPLETED,16,548.03
1398,166,2025-04-17 08:19:30,COMPLETED,14,14.62
1399,447,2024-02-08 19:54:55,PENDING,8,152.82
1400,197,2023-07-05 00:28:32,COMPLETED,8,586.43
1401,87,2024-09-01 06:24:48,PENDING,8,652.09
1402,466,2024-04-26 10:51:57,COMPLETED,9,542.75
1403,340,2023-04-10 16:07:44,COMPLETED,7,586.17
1404,231,2025-02-04 14:15:17,PENDING,7,303.17
1405,5,2025-07-21 13:58:12,PENDING,9,551.26
1406,189,2023-12-25 18:32:39,CANCELLED,12,141.77
1407,160,2023-01-26 18:52:32,COMPLETED,15,549.67
1408,83,2025-04-18 04:35:55,CANCELLED,1,637.74
1409,205,2024-12-25 01:46:00,COMPLETED,11,85.94
1410,87,2024-08-08 07:20:42,COMPLETED,11,797.27
1411,292,2024-06-18 19:04:51,COMPLETED,15,879.30
1412,471,2025-04-10 03:17:46,COMPLETED,10,364.77
1413,413,2024-01-09 16:08:52,CANCELLED,18,343.93
1414,465,2024-04-12 21:03:55,CANCELLED,22,577.96
1415,280,2025-09-07 20:04:40,REFUNDED,15,706.15
1416,424,2023-01-26 22:39:24,COMPLETED,24,632.13
1417,336,2025-08-24 03:47:26,COMPLETED,11,339.26
1418,477,2025-06-02 08:57:11,REFUNDED,4,552.21
1419,21,2025-03-13 16:38:18,COMPLETED,8,815.53
1420,220,2025-03-29 03:40:05,REFUNDED,11,200.35
1421,481,2024-01-06 09:36:41,COMPLETED,11,36.61
1422,29,2024-02-17 23:47:26,COMPLETED,5,393.80
1423,14,2023-12-18 02:55:14,REFUNDED,17,83.22
1424,89,2024-04-26 04:22:43,CANCELLED,13,565.21
1425,224,2023-07-03 09:02:33,COMPLETED,6,804.85
1426,217,2024-02-14 23:44:34,PENDING,21,178.53
1427,343,2025-06-04 15:13:54,CANCELLED,11,482.31
1428,458,2023-03-16 13:50:54,REFUNDED,3,791.50
1429,416,2024-07-09 22:55:19,COMPLETED,16,223.16
1430,362,2025-03-13 13:52:47,COMPLETED,14,346.89
1431,59,2025-07-01 17:56:46,CANCELLED,25,414.65
1432,94,2025-08-11 06:56:13,PENDING,9,890.83
1433,259,2024-06-29 03:53:24,CANCELLED,6,265.21
1434,413,2024-06-06 00:31:17,PENDING,13,481.82
1435,389,2023-06-30 16:25:44,PENDING,8,721.67
1436,62,2023-01-08 19:20:37,CANCELLED,1,25.85
1437,19,2023-07-13 01:01:33,REFUNDED,8,278.42
1438,326,2023-03-07 10:52:34,COMPLETED,5,841.44
1439,277,2024-05-04 03:03:49,PENDING,25,557.56
1440,155,2023-10-23 20:34:59,COMPLETED,3,589.21
1441,309,2025-03-11 23:55:19,COMPLETED,15,325.84
1442,195,2024-04-08 06:02:09,COMPLETED,20,158.82
1443,477,2024-10-06 14:23:50,CANCELLED,13,358.44
1444,38,2025-09-16 14:25:58,CANCELLED,12,860.35
1445,324,2023-03-21 19:34:09,COMPLETED,7,843.44
1446,444,2024-06-26 21:29:10,PENDING,25,634.21
1447,311,2024-04-17 06:36:58,REFUNDED,16,373.55
1448,32,2025-03-19 08:22:50,CANCELLED,19,26.12
1449,52,2025-07-02 23:20:53,PENDING,20,625.90
1450,397,2025-08-31 08:17:57,REFUNDED,22,691.85
1451,197,2023-07-21 08:17:20,COMPLETED,19,690.23
1452,462,2024-09-03 19:18:23,PENDING,17,884.93
1453,344,2024-09-03 03:13:16,PENDING,4,345.41
1454,98,2023-05-19 13:45:51,PENDING,11,11.50
1455,289,2024-09-18 19:21:06,REFUNDED,22,693.10
1456,233,2024-04-18 22:35:33,COMPLETED,9,44.06
1457,316,2025-09-10 19:36:03,CANCELLED,5,490.54
1458,259,2025-05-06 16:47:04,COMPLETED,22,788.27
1459,186,2023-04-09 06:40:55,REFUNDED,5,174.02
1460,304,2025-08-30 20:46:45,PENDING,16,703.89
1461,270,2023-07-10 20:37:24,CANCELLED,21,42.65
1462,253,2024-02-14 01:13:18,COMPLETED,8,98.95
1463,376,2023-05-27 20:23:06,COMPLETED,16,471.16
1464,300,2024-04-16 00:46:55,CANCELLED,19,784.21
1465,492,2023-11-11 14:54:16,REFUNDED,5,817.50
1466,407,2025-07-08 19:08:39,COMPLETED,5,242.20
1467,195,2023-02-17 21:04:12,COMPLETED,25,461.02
1468,348,2023-11-20 14:05:41,COMPLETED,13,721.80
1469,217,2023-05-29 07:06:55,REFUNDED,7,456.53
1470,241,2024-02-09 22:11:40,COMPLETED,5,287.87
1471,265,2025-07-10 09:57:47,COMPLETED,22,675.46
1472,4994,2024-12-26 01:43:33,COMPLETED,23,776.61
1473,312,2024-04-05 18:13:36,COMPLETED,3,319.12
1474,148,2024-01-05 12:32:33,COMPLETED,7,314.42
1475,282,2023-11-13 19:06:22,COMPLETED,6,806.60
1476,99,2023-04-14 19:44:39,COMPLETED,1,873.16
1477,26,2023-11-21 21:52:18,PENDING,13,777.47
1478,387,2025-03-27 09:31:49,PENDING,20,195.30
1479,25,2024-12-21 20:08:46,COMPLETED,16,207.09
1480,433,2024-04-17 02:38:58,COMPLETED,6,616.32
1481,71,2024-06-25 21:05:32,REFUNDED,18,408.68
1482,243,2024-10-19 16:24:55,REFUNDED,10,812.50
1483,358,2023-03-31 00:24:45,CANCELLED,25,573.68
1484,489,2025-07-24 17:40:04,PENDING,5,58.81
1485,188,2025-06-12 14:39:35,REFUNDED,15,337.58
1486,122,2024-01-16 14:33:48,CANCELLED,3,835.08
1487,99,2024-10-15 03:28:46,COMPLETED,24,646.84
1488,56,2024-02-25 07:34:00,COMPLETED,4,679.01
1489,182,2024-07-18 11:02:34,COMPLETED,7,13.98
1490,409,2023-07-16 06:14:26,COMPLETED,5,122.60
1491,149,2024-02-13 22:00:53,CANCELLED,10,181.76
1492,157,2025-02-26 22:17:24,CANCELLED,6,677.50
1493,289,2024-12-01 18:47:50,COMPLETED,23,633.99
1494,123,2023-11-08 06:51:20,PENDING,6,599.90
1495,418,2024-04-06 15:50:11,REFUNDED,13,327.15
1496,447,2024-03-10 20:03:42,CANCELLED,10,787.85
1497,362,2023-03-21 16:44:11,PENDING,2,114.38
1498,202,2025-08-18 13:28:24,CANCELLED,15,30.29
1499,479,2023-12-04 14:09:02,REFUNDED,4,252.32
1500,109,2025-01-15 21:43:13,REFUNDED,1,68.77
1501,457,2023-01-27 09:49:28,COMPLETED,25,834.89
1502,80,2024-05-09 22:06:39,CANCELLED,15,146.87
1503,297,2024-11-03 04:21:10,COMPLETED,11,577.51
1504,152,2024-01-11 12:46:29,COMPLETED,24,17.07
1505,488,2023-07-26 13:36:25,COMPLETED,1,642.46
1506,322,2024-12-02 14:24:59,COMPLETED,22,838.96
1507,79,2025-01-22 02:11:56,COMPLETED,18,556.12
1508,415,2023-02-22 01:05:49,REFUNDED,8,812.12
1509,408,2023-09-18 21:17:59,COMPLETED,21,293.88
1510,39,2023-08-10 05:15:41,COMPLETED,8,78.79
1511,419,2025-05-01 17:39:28,COMPLETED,16,141.99
1512,195,2023-10-16 09:58:26,REFUNDED,6,224.75
1513,309,2025-09-13 09:32:54,PENDING,11,772.24
1514,4,2023-06-12 02:07:52,PENDING,7,444.52
1515,71,2024-11-24 01:31:28,REFUNDED,8,126.18
1516,5962,2025-03-12 23:04:15,COMPLETED,21,256.32
